
image=npc_farmer_pitchfork_working.png

[stance]
frames=30
duration=2000ms
type=looped
frame=0,0,104,200,32,69,15,54
frame=1,0,71,200,33,69,16,54
frame=2,0,36,201,35,68,18,54
frame=3,0,0,67,37,67,20,54
frame=4,0,0,269,38,65,21,54
frame=5,0,111,269,38,64,21,54
frame=6,0,110,136,38,64,21,54
frame=7,0,75,269,36,65,19,55
frame=8,0,74,134,36,66,19,56
frame=9,0,143,66,36,66,19,56
frame=10,0,38,0,37,67,19,57
frame=11,0,0,0,38,67,19,57
frame=12,0,0,134,37,67,19,57
frame=13,0,75,0,36,67,19,57
frame=14,0,74,67,36,67,19,57
frame=15,0,149,267,35,66,18,56
frame=16,0,172,201,35,66,18,56
frame=17,0,184,267,35,66,18,56
frame=18,0,136,201,36,66,19,56
frame=19,0,184,69,36,66,19,56
frame=20,0,184,135,36,66,19,56
frame=21,0,37,134,37,66,20,56
frame=22,0,111,0,37,66,20,56
frame=23,0,148,0,37,66,20,56
frame=24,0,38,269,37,65,20,55
frame=25,0,37,67,37,67,20,55
frame=26,0,0,201,36,68,19,55
frame=27,0,185,0,35,69,18,55
frame=28,0,110,67,33,69,16,54
frame=29,0,148,132,32,69,15,54
