
image=npc_FemalePeasant4.png

[stance]
frames=7
duration=3584ms
type=looped
frame=0,0,0,0,58,55,28,49
frame=0,1,157,56,44,61,15,49
frame=0,2,55,110,25,61,8,49
frame=0,3,418,61,41,56,10,50
frame=0,4,58,56,50,53,20,50
frame=0,5,339,114,39,53,19,50
frame=0,6,54,171,31,52,14,50
frame=0,7,371,0,47,52,28,50
frame=1,0,114,0,55,56,26,49
frame=1,1,418,0,43,61,14,49
frame=1,2,126,221,26,60,8,49
frame=1,3,50,223,38,56,9,50
frame=1,4,108,56,49,53,20,50
frame=1,5,85,170,39,53,19,50
frame=1,6,246,169,31,52,14,50
frame=1,7,156,117,46,52,27,50
frame=2,0,58,0,56,56,27,49
frame=2,1,330,53,41,61,14,49
frame=2,2,291,220,26,61,8,49
frame=2,3,88,223,38,56,9,50
frame=2,4,275,0,48,53,19,50
frame=2,5,253,221,38,53,18,50
frame=2,6,124,162,32,52,14,50
frame=2,7,202,117,46,52,27,50
frame=3,0,0,167,54,56,26,49
frame=3,1,80,109,41,61,13,49
frame=3,2,152,221,25,60,8,49
frame=3,3,177,221,38,56,9,50
frame=3,4,248,114,45,53,18,50
frame=3,5,277,167,38,53,18,50
frame=3,6,394,173,31,52,14,50
frame=3,7,156,169,45,52,26,50
frame=4,0,0,110,55,57,26,50
frame=4,1,201,55,41,62,13,49
frame=4,2,317,220,26,61,8,49
frame=4,3,215,221,38,55,9,49
frame=4,4,323,0,48,53,19,50
frame=4,5,121,109,35,53,18,50
frame=4,6,394,225,31,52,14,50
frame=4,7,293,114,46,52,27,50
frame=5,0,169,0,56,55,27,49
frame=5,1,242,53,44,61,15,49
frame=5,2,343,220,26,61,8,49
frame=5,3,378,104,39,56,9,50
frame=5,4,225,0,50,53,20,50
frame=5,5,354,167,38,53,19,50
frame=5,6,425,173,31,52,14,50
frame=5,7,201,169,45,52,27,50
frame=6,0,0,55,58,55,28,49
frame=6,1,286,53,44,61,15,49
frame=6,2,369,220,25,61,8,49
frame=6,3,417,117,41,56,10,50
frame=6,4,0,223,50,53,20,50
frame=6,5,315,167,39,53,19,50
frame=6,6,425,225,31,52,14,50
frame=6,7,371,52,47,52,28,50
